#Release  - par I.31
#Copyright (c) 1995-2006 Xilinx, Inc.  All rights reserved.

#Thu Jan 04 10:27:14 2007

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       ADC0_map.ncd
#OUTPUT FILE:      ADC0_pad.csv
#PART TYPE:        xc4vlx200
#SPEED GRADE:      -10
#PACKAGE:          ff1513
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
AU39,,,VCCO_11,,,11,,,,,any******,,,,,
AV1,,,GND,,,,,,,,,,,,,
AV3,,LOWCAPIOB,IO_L8N_CC_LC_8,UNUSED,,8,,,,,,,,,,
AV4,,LOWCAPIOB,IO_L8P_CC_LC_8,UNUSED,,8,,,,,,,,,,
AV5,,IOBM,IO_L1P_8,UNUSED,,8,,,,,,,,,,
AV6,,,VCCO_8,,,8,,,,,any******,,,,,
AV7,,LOWCAPIOB,IO_L24N_CC_LC_8,UNUSED,,8,,,,,,,,,,
AV8,,LOWCAPIOB,IO_L24P_CC_LC_8,UNUSED,,8,,,,,,,,,,
AV9,,IOBS,IO_L26N_8,UNUSED,,8,,,,,,,,,,
AV10,,IOBM,IO_L30P_8,UNUSED,,8,,,,,,,,,,
AV11,,,GND,,,,,,,,,,,,,
AV12,,LOWCAPIOB,IO_L25N_CC_LC_8,UNUSED,,8,,,,,,,,,,
AV13,,IOBM,IO_L21P_8,UNUSED,,8,,,,,,,,,,
AV14,,IOBS,IO_L31N_8,UNUSED,,8,,,,,,,,,,
AV15,,LOWCAPIOB,IO_L4P_D9_LC_2,UNUSED,,2,,,,,,,,,,
AV16,,,VCCO_2,,,2,,,,,any******,,,,,
AV17,,LOWCAPIOB,IO_L26N_LC_2,UNUSED,,2,,,,,,,,,,
AV18,,,AVSS_SM,,,,,,,,,,,,,
AV19,,,VREFN_SM,,,,,,,,,,,,,
AV20,,,VREFP_SM,,,,,,,,,,,,,
AV21,,,GND,,,,,,,,,,,,,
AV22,,LOWCAPIOB,IO_L21P_LC_2,UNUSED,,2,,,,,,,,,,
AV23,,LOWCAPIOB,IO_L37N_LC_2,UNUSED,,2,,,,,,,,,,
AV24,,LOWCAPIOB,IO_L3P_D11_LC_2,UNUSED,,2,,,,,,,,,,
AV25,,IOBS,IO_L15N_7,UNUSED,,7,,,,,,,,,,
AV26,,,VCCO_7,,,7,,,,,any******,,,,,
AV27,,IOBM,IO_L29P_SM4_7,UNUSED,,7,,,,,,,,,,
AV28,,IOBM,IO_L19P_7,UNUSED,,7,,,,,,,,,,
AV29,,IOBS,IO_L28N_VREF_7,UNUSED,,7,,,,,,,,,,
AV30,,IOBM,IO_L26P_SM6_7,UNUSED,,7,,,,,,,,,,
AV31,,,GND,,,,,,,,,,,,,
AV32,,IOBS,IO_L20N_VREF_7,UNUSED,,7,,,,,,,,,,
AV33,,IOBM,IO_L12P_7,UNUSED,,7,,,,,,,,,,
AV34,,IOBS,IO_L10N_7,UNUSED,,7,,,,,,,,,,
AV35,,IOBS,IO_L31N_11,UNUSED,,11,,,,,,,,,,
AV36,,,VCCO_11,,,11,,,,,any******,,,,,
AV37,,IOBM,IO_L30P_11,UNUSED,,11,,,,,,,,,,
AV39,,,GND,,,,,,,,,,,,,
AW2,,,GND,,,,,,,,,,,,,
AW3,,,VCCO_8,,,8,,,,,any******,,,,,
AW4,,IOBS,IO_L10N_8,UNUSED,,8,,,,,,,,,,
AW5,,IOBM,IO_L10P_8,UNUSED,,8,,,,,,,,,,
AW6,,IOBS,IO_L11N_8,UNUSED,,8,,,,,,,,,,
AW7,,IOBM,IO_L11P_8,UNUSED,,8,,,,,,,,,,
AW8,,,GND,,,,,,,,,,,,,
AW9,,IOBM,IO_L26P_8,UNUSED,,8,,,,,,,,,,
AW10,,IOBS,IO_L32N_8,UNUSED,,8,,,,,,,,,,
AW11,,IOBM,IO_L32P_8,UNUSED,,8,,,,,,,,,,
AW12,,LOWCAPIOB,IO_L25P_CC_LC_8,UNUSED,,8,,,,,,,,,,
AW13,,,VCCO_8,,,8,,,,,any******,,,,,
AW14,,IOBM,IO_L31P_8,UNUSED,,8,,,,,,,,,,
AW15,,LOWCAPIOB,IO_L34N_LC_2,UNUSED,,2,,,,,,,,,,
AW16,,LOWCAPIOB,IO_L34P_LC_2,UNUSED,,2,,,,,,,,,,
AW17,,LOWCAPIOB,IO_L26P_LC_2,UNUSED,,2,,,,,,,,,,
AW18,,,GND,,,,,,,,,,,,,
AW19,,IPAD,VN_SM,UNUSED,,,,,,,,,,,,
AW20,,IPAD,VP_SM,UNUSED,,,,,,,,,,,,
AW21,,,AVDD_SM,,,,,,,,,,,,,
AW22,,LOWCAPIOB,IO_L21N_LC_2,UNUSED,,2,,,,,,,,,,
AW23,,,VCCO_2,,,2,,,,,any******,,,,,
AW24,,LOWCAPIOB,IO_L3N_D10_LC_2,UNUSED,,2,,,,,,,,,,
AW25,,IOBM,IO_L21P_7,UNUSED,,7,,,,,,,,,,
AW26,,IOBS,IO_L21N_7,UNUSED,,7,,,,,,,,,,
AW27,,IOBS,IO_L29N_SM4_7,UNUSED,,7,,,,,,,,,,
AW28,,,GND,,,,,,,,,,,,,
AW29,,IOBM,IO_L28P_7,UNUSED,,7,,,,,,,,,,
AW30,,IOBM,IO_L11P_7,UNUSED,,7,,,,,,,,,,
AW31,,IOBS,IO_L11N_7,UNUSED,,7,,,,,,,,,,
AW32,,IOBM,IO_L20P_7,UNUSED,,7,,,,,,,,,,
AW33,,,VCCO_7,,,7,,,,,any******,,,,,
AW34,,IOBM,IO_L10P_7,UNUSED,,7,,,,,,,,,,
AW35,,IOBM,IO_L31P_11,UNUSED,,11,,,,,,,,,,
AW36,,IOBM,IO_L29P_11,UNUSED,,11,,,,,,,,,,
AW37,,IOBS,IO_L29N_11,UNUSED,,11,,,,,,,,,,
AW38,,,GND,,,,,,,,,,,,,
B1,,,GND,,,,,,,,,,,,,
B3,,IOBS,IO_L2N_10,UNUSED,,10,,,,,,,,,,
B4,,,VCCO_10,,,10,,,,,2.50,,,,,
B5,,IOBM,IO_L3P_10,UNUSED,,10,,,,,,,,,,
B6,,IOBS,IO_L27N_6,UNUSED,,6,,,,,,,,,,
B7,,IOBM,IO_L20P_6,UNUSED,,6,,,,,,,,,,
B8,,IOBM,IO_L16P_6,UNUSED,,6,,,,,,,,,,
B9,,,GND,,,,,,,,,,,,,
B10,,LOWCAPIOB,IO_L8P_CC_LC_6,UNUSED,,6,,,,,,,,,,
B11,,IOBS,IO_L15N_6,UNUSED,,6,,,,,,,,,,
B12,,IOBM,IO_L15P_6,UNUSED,,6,,,,,,,,,,
B13,,IOBM,IO_L3P_6,UNUSED,,6,,,,,,,,,,
B14,,,VCCO_6,,,6,,,,,2.50,,,,,
B15,,IOBM,IO_L13P_6,UNUSED,,6,,,,,,,,,,
B16,,LOWCAPIOB,IO_L8N_D16_CC_LC_1,UNUSED,,1,,,,,,,,,,
B17,,LOWCAPIOB,IO_L40P_LC_1,UNUSED,,1,,,,,,,,,,
B18,,LOWCAPIOB,IO_L26N_LC_1,UNUSED,,1,,,,,,,,,,
B19,,,GND,,,,,,,,,,,,,
B20,,,VREFN_ADC,,,,,,,,,,,,,
B21,,,VREFP_ADC,,,,,,,,,,,,,
B22,,,AVDD_ADC,,,,,,,,,,,,,
B23,,LOWCAPIOB,IO_L23N_LC_1,UNUSED,,1,,,,,,,,,,
B24,,,VCCO_1,,,1,,,,,any******,,,,,
B25,,LOWCAPIOB,IO_L39P_LC_1,UNUSED,,1,,,,,,,,,,
B26,,IOBM,IO_L1P_ADC7_5,UNUSED,,5,,,,,,,,,,
B27,,LOWCAPIOB,IO_L9N_CC_LC_5,UNUSED,,5,,,,,,,,,,
B28,,IOBM,IO_L13P_5,UNUSED,,5,,,,,,,,,,
B29,,,GND,,,,,,,,,,,,,
B30,,IOBM,IO_L21P_5,UNUSED,,5,,,,,,,,,,
B31,,IOBS,IO_L21N_5,UNUSED,,5,,,,,,,,,,
B32,,IOBM,IO_L19P_5,UNUSED,,5,,,,,,,,,,
B33,,IOBS,IO_L19N_5,UNUSED,,5,,,,,,,,,,
B34,,,VCCO_5,,,5,,,,,any******,,,,,
B35,,LOWCAPIOB,IO_L24P_CC_LC_5,UNUSED,,5,,,,,,,,,,
B36,,IOBM,IO_L31P_5,UNUSED,,5,,,,,,,,,,
B37,,IOBS,IO_L31N_5,UNUSED,,5,,,,,,,,,,
B39,,,GND,,,,,,,,,,,,,
C1,,,VCCO_10,,,10,,,,,2.50,,,,,
C2,,IOBS,IO_L6N_10,UNUSED,,10,,,,,,,,,,
C3,,IOBM,IO_L6P_10,UNUSED,,10,,,,,,,,,,
C4,,IOBM,IO_L4P_10,UNUSED,,10,,,,,,,,,,
C5,,IOBS,IO_L3N_10,UNUSED,,10,,,,,,,,,,
C6,,,GND,,,,,,,,,,,,,
C7,,IOBS,IO_L20N_VREF_6,UNUSED,,6,,,,,,,,,,
C8,,IOBS,IO_L16N_6,UNUSED,,6,,,,,,,,,,
C9,,IOBM,IO_L12P_6,UNUSED,,6,,,,,,,,,,
C10,,LOWCAPIOB,IO_L8N_CC_LC_6,UNUSED,,6,,,,,,,,,,
C11,,,VCCO_6,,,6,,,,,2.50,,,,,
C12,,IOBM,IO_L19P_6,UNUSED,,6,,,,,,,,,,
C13,,IOBS,IO_L3N_6,UNUSED,,6,,,,,,,,,,
C14,,IOBS,IO_L5N_6,UNUSED,,6,,,,,,,,,,
C15,,IOBS,IO_L21N_6,UNUSED,,6,,,,,,,,,,
C16,,,GND,,,,,,,,,,,,,
C17,,LOWCAPIOB,IO_L40N_LC_1,UNUSED,,1,,,,,,,,,,
C18,,LOWCAPIOB,IO_L12N_GC_VREF_LC_1,UNUSED,,1,,,,,,,,,,
C19,,LOWCAPIOB,IO_L12P_GC_LC_1,UNUSED,,1,,,,,,,,,,
C20,,LOWCAPIOB,IO_L9P_GC_LC_1,UNUSED,,1,,,,,,,,,,
C21,,,VCCO_1,,,1,,,,,any******,,,,,
C22,,LOWCAPIOB,IO_L13N_GC_LC_1,UNUSED,,1,,,,,,,,,,
C23,,LOWCAPIOB,IO_L23P_LC_1,UNUSED,,1,,,,,,,,,,
C24,,LOWCAPIOB,IO_L27N_LC_1,UNUSED,,1,,,,,,,,,,
C25,,LOWCAPIOB,IO_L37N_LC_1,UNUSED,,1,,,,,,,,,,
C26,,,GND,,,,,,,,,,,,,
C27,,LOWCAPIOB,IO_L9P_CC_LC_5,UNUSED,,5,,,,,,,,,,
C28,,IOBS,IO_L13N_5,UNUSED,,5,,,,,,,,,,
C29,,IOBM,IO_L15P_5,UNUSED,,5,,,,,,,,,,
C30,,IOBS,IO_L15N_5,UNUSED,,5,,,,,,,,,,
C31,,,VCCO_5,,,5,,,,,any******,,,,,
C32,,IOBM,IO_L12P_5,UNUSED,,5,,,,,,,,,,
C33,,IOBM,IO_L22P_5,UNUSED,,5,,,,,,,,,,
C34,,IOBS,IO_L22N_5,UNUSED,,5,,,,,,,,,,
C35,,LOWCAPIOB,IO_L24N_CC_LC_5,UNUSED,,5,,,,,,,,,,
C36,,,GND,,,,,,,,,,,,,
C37,,IOBM,IO_L2P_9,UNUSED,,9,,,,,,,,,,
C38,,IOBS,IO_L2N_9,UNUSED,,9,,,,,,,,,,
C39,,LOWCAPIOB,IO_L8P_CC_LC_9,UNUSED,,9,,,,,,,,,,
D1,,IOBS,IO_L16N_10,UNUSED,,10,,,,,,,,,,
D2,,IOBM,IO_L16P_10,UNUSED,,10,,,,,,,,,,
D3,,,GND,,,,,,,,,,,,,
D4,,IOBS,IO_L4N_VREF_10,UNUSED,,10,,,,,,,,,,
D5,,IOBS,IO_L5N_10,UNUSED,,10,,,,,,,,,,
D6,,IOBM,IO_L5P_10,UNUSED,,10,,,,,,,,,,
D7,,IOBM,IO_L26P_6,UNUSED,,6,,,,,,,,,,
D8,,,VCCO_6,,,6,,,,,2.50,,,,,
D9,,IOBS,IO_L12N_VREF_6,UNUSED,,6,,,,,,,,,,
D10,,IOBS,IO_L4N_VREF_6,UNUSED,,6,,,,,,,,,,
D11,,IOBM,IO_L4P_6,UNUSED,,6,,,,,,,,,,
D12,,IOBS,IO_L19N_6,UNUSED,,6,,,,,,,,,,
D13,,,GND,,,,,,,,,,,,,
D14,,IOBM,IO_L5P_6,UNUSED,,6,,,,,,,,,,
D15,,IOBM,IO_L21P_6,UNUSED,,6,,,,,,,,,,
D16,,LOWCAPIOB,IO_L25N_CC_LC_6,UNUSED,,6,,,,,,,,,,
D17,,LOWCAPIOB,IO_L38P_LC_1,UNUSED,,1,,,,,,,,,,
D18,,,VCCO_1,,,1,,,,,any******,,,,,
D19,,LOWCAPIOB,IO_L10P_GC_LC_1,UNUSED,,1,,,,,,,,,,
D20,,LOWCAPIOB,IO_L9N_GC_LC_1,UNUSED,,1,,,,,,,,,,
D21,,LOWCAPIOB,IO_L11N_GC_LC_1,UNUSED,,1,,,,,,,,,,
D22,,LOWCAPIOB,IO_L13P_GC_LC_1,UNUSED,,1,,,,,,,,,,
D23,,,GND,,,,,,,,,,,,,
D24,,LOWCAPIOB,IO_L27P_LC_1,UNUSED,,1,,,,,,,,,,
D25,,LOWCAPIOB,IO_L37P_LC_1,UNUSED,,1,,,,,,,,,,
D26,,LOWCAPIOB,IO_L3N_D26_LC_1,UNUSED,,1,,,,,,,,,,
D27,,IOBS,IO_L3N_ADC5_5,UNUSED,,5,,,,,,,,,,
D28,,,VCCO_5,,,5,,,,,any******,,,,,
D29,,IOBM,IO_L6P_ADC3_5,UNUSED,,5,,,,,,,,,,
D30,,LOWCAPIOB,IO_L8P_CC_ADC1_LC_5,UNUSED,,5,,,,,,,,,,
D31,,LOWCAPIOB,IO_L8N_CC_ADC1_LC_5,UNUSED,,5,,,,,,,,,,
D32,,IOBS,IO_L12N_VREF_5,UNUSED,,5,,,,,,,,,,
D33,,,GND,,,,,,,,,,,,,
D34,,IOBM,IO_L1P_9,UNUSED,,9,,,,,,,,,,
D35,,IOBS,IO_L1N_9,UNUSED,,9,,,,,,,,,,
D36,,IOBM,IO_L5P_9,UNUSED,,9,,,,,,,,,,
D37,,IOBS,IO_L5N_9,UNUSED,,9,,,,,,,,,,
D38,,,VCCO_9,,,9,,,,,any******,,,,,
D39,,LOWCAPIOB,IO_L8N_CC_LC_9,UNUSED,,9,,,,,,,,,,
E1,,IOBS,IO_L18N_10,UNUSED,,10,,,,,,,,,,
E2,,IOBM,IO_L18P_10,UNUSED,,10,,,,,,,,,,
E3,,IOBS,IO_L15N_10,UNUSED,,10,,,,,,,,,,
E4,,IOBM,IO_L15P_10,UNUSED,,10,,,,,,,,,,
E5,,,VCCO_10,,,10,,,,,2.50,,,,,
E6,,IOBM,IO_L7P_10,UNUSED,,10,,,,,,,,,,
E7,,IOBS,IO_L26N_6,UNUSED,,6,,,,,,,,,,
E8,,LOWCAPIOB,IO_L24P_CC_LC_6,UNUSED,,6,,,,,,,,,,
E9,,IOBM,IO_L18P_6,UNUSED,,6,,,,,,,,,,
E10,,,GND,,,,,,,,,,,,,
E11,,IOBS,IO_L2N_6,UNUSED,,6,,,,,,,,,,
E12,,IOBM,IO_L2P_6,UNUSED,,6,,,,,,,,,,
E13,,IOBM,IO_L7P_6,UNUSED,,6,,,,,,,,,,
E14,,LOWCAPIOB,IO_L9N_CC_LC_6,UNUSED,,6,,,,,,,,,,
E15,,,VCCO_6,,,6,,,,,2.50,,,,,
E16,,LOWCAPIOB,IO_L25P_CC_LC_6,UNUSED,,6,,,,,,,,,,
E17,,LOWCAPIOB,IO_L38N_LC_1,UNUSED,,1,,,,,,,,,,
E18,,LOWCAPIOB,IO_L24P_LC_1,UNUSED,,1,,,,,,,,,,
E19,,LOWCAPIOB,IO_L10N_GC_LC_1,UNUSED,,1,,,,,,,,,,
E20,,,GND,,,,,,,,,,,,,
E21,,LOWCAPIOB,IO_L11P_GC_LC_1,UNUSED,,1,,,,,,,,,,
E22,,LOWCAPIOB,IO_L21N_LC_1,UNUSED,,1,,,,,,,,,,
E23,,,VCCINT,,,,,,,,1.2,,,,,
E24,,LOWCAPIOB,IO_L25N_LC_1,UNUSED,,1,,,,,,,,,,
E25,,,VCCO_1,,,1,,,,,any******,,,,,
E26,,LOWCAPIOB,IO_L3P_D27_LC_1,UNUSED,,1,,,,,,,,,,
E27,,IOBM,IO_L3P_ADC5_5,UNUSED,,5,,,,,,,,,,
E28,,IOBM,IO_L2P_ADC6_5,UNUSED,,5,,,,,,,,,,
E29,,IOBS,IO_L6N_ADC3_5,UNUSED,,5,,,,,,,,,,
E30,,,GND,,,,,,,,,,,,,
E31,,IOBM,IO_L16P_5,UNUSED,,5,,,,,,,,,,
E32,,IOBS,IO_L16N_5,UNUSED,,5,,,,,,,,,,
E33,,IOBM,IO_L26P_5,UNUSED,,5,,,,,,,,,,
E34,,IOBM,IO_L3P_9,UNUSED,,9,,,,,,,,,,
E35,,,VCCO_9,,,9,,,,,any******,,,,,
E36,,IOBM,IO_L7P_9,UNUSED,,9,,,,,,,,,,
E37,,IOBM,IO_L11P_9,UNUSED,,9,,,,,,,,,,
E38,,IOBS,IO_L11N_9,UNUSED,,9,,,,,,,,,,
E39,,IOBM,IO_L14P_9,UNUSED,,9,,,,,,,,,,
F1,BUSY,IOB,IO_L24P_CC_LC_10,INPUT,LVCMOS25,10,,,,NONE,,LOCATED,,NO,NONE,
F2,,,VCCO_10,,,10,,,,,2.50,,,,,
F3,,IOBS,IO_L12N_VREF_10,UNUSED,,10,,,,,,,,,,
F4,,IOBM,IO_L12P_10,UNUSED,,10,,,,,,,,,,
F5,,IOBM,IO_L10P_10,UNUSED,,10,,,,,,,,,,
F6,,IOBS,IO_L7N_10,UNUSED,,10,,,,,,,,,,
F7,,,GND,,,,,,,,,,,,,
F8,,LOWCAPIOB,IO_L24N_CC_LC_6,UNUSED,,6,,,,,,,,,,
F9,,IOBS,IO_L18N_6,UNUSED,,6,,,,,,,,,,
F10,,,VCCINT,,,,,,,,1.2,,,,,
F11,,IOBM,IO_L14P_6,UNUSED,,6,,,,,,,,,,
F12,,,VCCO_6,,,6,,,,,2.50,,,,,
F13,,IOBS,IO_L7N_6,UNUSED,,6,,,,,,,,,,
F14,,LOWCAPIOB,IO_L9P_CC_LC_6,UNUSED,,6,,,,,,,,,,
F15,,IOBS,IO_L29N_6,UNUSED,,6,,,,,,,,,,
F16,,IOBM,IO_L29P_6,UNUSED,,6,,,,,,,,,,
F17,,,GND,,,,,,,,,,,,,
F18,,LOWCAPIOB,IO_L24N_LC_1,UNUSED,,1,,,,,,,,,,
F19,,LOWCAPIOB,IO_L14N_GC_LC_1,UNUSED,,1,,,,,,,,,,
F20,,,VCCINT,,,,,,,,1.2,,,,,
F21,,LOWCAPIOB,IO_L17N_CC_LC_1,UNUSED,,1,,,,,,,,,,
F22,,,VCCO_1,,,1,,,,,any******,,,,,
F23,,LOWCAPIOB,IO_L21P_LC_1,UNUSED,,1,,,,,,,,,,
F24,,LOWCAPIOB,IO_L25P_LC_1,UNUSED,,1,,,,,,,,,,
F25,,LOWCAPIOB,IO_L1N_D30_LC_1,UNUSED,,1,,,,,,,,,,
F26,,LOWCAPIOB,IO_L1P_D31_LC_1,UNUSED,,1,,,,,,,,,,
F27,,,GND,,,,,,,,,,,,,
F28,,IOBS,IO_L2N_ADC6_5,UNUSED,,5,,,,,,,,,,
F29,,IOBM,IO_L10P_5,UNUSED,,5,,,,,,,,,,
F30,,,VCCINT,,,,,,,,1.2,,,,,
F31,,IOBM,IO_L23P_VRN_5,UNUSED,,5,,,,,,,,,,
F32,,,VCCO_5,,,5,,,,,any******,,,,,
F33,,IOBS,IO_L26N_5,UNUSED,,5,,,,,,,,,,
F34,,IOBS,IO_L3N_9,UNUSED,,9,,,,,,,,,,
F35,,IOBM,IO_L4P_9,UNUSED,,9,,,,,,,,,,
F36,,IOBS,IO_L7N_9,UNUSED,,9,,,,,,,,,,
F37,,,GND,,,,,,,,,,,,,
F38,,IOBM,IO_L16P_9,UNUSED,,9,,,,,,,,,,
F39,,IOBS,IO_L14N_9,UNUSED,,9,,,,,,,,,,
G1,nCONVST,IOB,IO_L24N_CC_LC_10,OUTPUT,LVCMOS25,10,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
G2,,IOBS,IO_L22N_10,UNUSED,,10,,,,,,,,,,
G3,,IOBM,IO_L22P_10,UNUSED,,10,,,,,,,,,,
G4,,,GND,,,,,,,,,,,,,
G5,,IOBS,IO_L10N_10,UNUSED,,10,,,,,,,,,,
G6,,LOWCAPIOB,IO_L9N_CC_LC_10,UNUSED,,10,,,,,,,,,,
G7,,LOWCAPIOB,IO_L9P_CC_LC_10,UNUSED,,10,,,,,,,,,,
G8,,IOBS,IO_L30N_6,UNUSED,,6,,,,,,,,,,
G9,,,VCCO_6,,,6,,,,,2.50,,,,,
G10,,IOBM,IO_L22P_6,UNUSED,,6,,,,,,,,,,
G11,,IOBS,IO_L14N_6,UNUSED,,6,,,,,,,,,,
G12,,IOBS,IO_L11N_6,UNUSED,,6,,,,,,,,,,
G13,,IOBM,IO_L11P_6,UNUSED,,6,,,,,,,,,,
G14,,,GND,,,,,,,,,,,,,
G15,,LOWCAPIOB,IO_L6N_D20_LC_1,UNUSED,,1,,,,,,,,,,
G16,,LOWCAPIOB,IO_L6P_D21_LC_1,UNUSED,,1,,,,,,,,,,
G17,,,VCCINT,,,,,,,,1.2,,,,,
G18,,LOWCAPIOB,IO_L22P_LC_1,UNUSED,,1,,,,,,,,,,
G19,,,VCCO_1,,,1,,,,,any******,,,,,
G20,,LOWCAPIOB,IO_L14P_GC_LC_1,UNUSED,,1,,,,,,,,,,
G21,,,VCCAUX,,,,,,,,2.5,,,,,
G22,,LOWCAPIOB,IO_L17P_CC_LC_1,UNUSED,,1,,,,,,,,,,
G23,,LOWCAPIOB,IO_L19N_LC_1,UNUSED,,1,,,,,,,,,,
G24,,,GND,,,,,,,,,,,,,
G25,,IOBM,IO_L5P_ADC4_5,UNUSED,,5,,,,,,,,,,
G26,,IOBS,IO_L5N_ADC4_5,UNUSED,,5,,,,,,,,,,
G27,,,VCCINT,,,,,,,,1.2,,,,,
G28,,IOBS,IO_L10N_5,UNUSED,,5,,,,,,,,,,
G29,,,VCCO_5,,,5,,,,,any******,,,,,
G30,,IOBM,IO_L18P_5,UNUSED,,5,,,,,,,,,,
G31,,IOBS,IO_L23N_VRP_5,UNUSED,,5,,,,,,,,,,
G32,,IOBM,IO_L28P_5,UNUSED,,5,,,,,,,,,,
G33,,IOBS,IO_L28N_VREF_5,UNUSED,,5,,,,,,,,,,
G34,,,GND,,,,,,,,,,,,,
G35,,IOBS,IO_L4N_VREF_9,UNUSED,,9,,,,,,,,,,
G36,,IOBM,IO_L10P_9,UNUSED,,9,,,,,,,,,,
G37,,IOBS,IO_L10N_9,UNUSED,,9,,,,,,,,,,
G38,,IOBS,IO_L16N_9,UNUSED,,9,,,,,,,,,,
G39,,,VCCO_9,,,9,,,,,any******,,,,,
H1,,,GND,,,,,,,,,,,,,
H2,,IOBS,IO_L3N_14,UNUSED,,14,,,,,,,,,,
H3,,IOBM,IO_L3P_14,UNUSED,,14,,,,,,,,,,
H4,,IOBM,IO_L1P_14,UNUSED,,14,,,,,,,,,,
H5,,IOBM,IO_L21P_10,UNUSED,,10,,,,,,,,,,
H6,,,VCCO_10,,,10,,,,,2.50,,,,,
H7,,LOWCAPIOB,IO_L8P_CC_LC_10,UNUSED,,10,,,,,,,,,,
H8,,,VCCAUX,,,,,,,,2.5,,,,,
H9,,IOBM,IO_L30P_6,UNUSED,,6,,,,,,,,,,
H10,,IOBS,IO_L22N_6,UNUSED,,6,,,,,,,,,,
H11,,,GND,,,,,,,,,,,,,
H12,,IOBM,IO_L10P_6,UNUSED,,6,,,,,,,,,,
H13,,IOBS,IO_L17N_6,UNUSED,,6,,,,,,,,,,
H14,,,VCCINT,,,,,,,,1.2,,,,,
H15,,LOWCAPIOB,IO_L4N_D24_VREF_LC_1,UNUSED,,1,,,,,,,,,,
H16,,,VCCO_1,,,1,,,,,any******,,,,,
H17,,LOWCAPIOB,IO_L22N_LC_1,UNUSED,,1,,,,,,,,,,
H18,,,VCCAUX,,,,,,,,2.5,,,,,
H19,,,TDN_0,,,,,,,,,,,,,
H20,,,TDP_0,,,,,,,,,,,,,
H21,,,GND,,,,,,,,,,,,,
H22,,LOWCAPIOB,IO_L15N_GC_LC_1,UNUSED,,1,,,,,,,,,,
H23,,LOWCAPIOB,IO_L19P_LC_1,UNUSED,,1,,,,,,,,,,
H24,,,VCCINT,,,,,,,,1.2,,,,,
H25,,IOBM,IO_L17P_5,UNUSED,,5,,,,,,,,,,
H26,,,VCCO_5,,,5,,,,,any******,,,,,
H27,,IOBS,IO_L11N_5,UNUSED,,5,,,,,,,,,,
H28,,,VCCAUX,,,,,,,,2.5,,,,,
H29,,IOBS,IO_L18N_5,UNUSED,,5,,,,,,,,,,
H30,,IOBM,IO_L27P_5,UNUSED,,5,,,,,,,,,,
H31,,,GND,,,,,,,,,,,,,
H32,,,VCCINT,,,,,,,,1.2,,,,,
H33,,IOBM,IO_L6P_9,UNUSED,,9,,,,,,,,,,
H34,,IOBS,IO_L6N_9,UNUSED,,9,,,,,,,,,,
H35,,IOBM,IO_L12P_9,UNUSED,,9,,,,,,,,,,
H36,,,VCCO_9,,,9,,,,,any******,,,,,
H37,,IOBM,IO_L18P_9,UNUSED,,9,,,,,,,,,,
H38,,IOBS,IO_L18N_9,UNUSED,,9,,,,,,,,,,
H39,,IOBM,IO_L23P_VRN_9,UNUSED,,9,,,,,,,,,,
J1,,IOBS,IO_L4N_VREF_14,UNUSED,,14,,,,,,,,,,
J2,,IOBM,IO_L4P_14,UNUSED,,14,,,,,,,,,,
J3,,,VCCO_14,,,14,,,,,any******,,,,,
J4,,IOBS,IO_L1N_14,UNUSED,,14,,,,,,,,,,
J5,,IOBS,IO_L21N_10,UNUSED,,10,,,,,,,,,,
J6,,IOBM,IO_L23P_VRN_10,UNUSED,,10,,,,,,,,,,
J7,,LOWCAPIOB,IO_L8N_CC_LC_10,UNUSED,,10,,,,,,,,,,
J8,,,GND,,,,,,,,,,,,,
J9,,IOBS,IO_L28N_VREF_6,UNUSED,,6,,,,,,,,,,
J10,,IOBM,IO_L28P_6,UNUSED,,6,,,,,,,,,,
J11,,,VCCINT,,,,,,,,1.2,,,,,
J12,,IOBS,IO_L10N_6,UNUSED,,6,,,,,,,,,,
J13,,,VCCO_6,,,6,,,,,2.50,,,,,
J14,,IOBM,IO_L17P_6,UNUSED,,6,,,,,,,,,,
J15,,,VCCAUX,,,,,,,,2.5,,,,,
J16,,LOWCAPIOB,IO_L4P_D25_LC_1,UNUSED,,1,,,,,,,,,,
J17,,LOWCAPIOB,IO_L36P_LC_1,UNUSED,,1,,,,,,,,,,
J18,,,GND,,,,,,,,,,,,,
J19,,LOWCAPIOB,IO_L2P_GC_VRN_LC_3,UNUSED,,3,,,,,,,,,,
J20,,LOWCAPIOB,IO_L4N_GC_VREF_LC_3,UNUSED,,3,,,,,,,,,,
J21,,LOWCAPIOB,IO_L4P_GC_LC_3,UNUSED,,3,,,,,,,,,,
J22,,LOWCAPIOB,IO_L15P_GC_LC_1,UNUSED,,1,,,,,,,,,,
J23,,,VCCO_1,,,1,,,,,any******,,,,,
