Release 9.1i - par J.30
Copyright (c) 1995-2007 Xilinx, Inc.  All rights reserved.

Tue Aug 07 15:35:45 2007


INFO: The IO information is provided in three file formats as part of the Place and Route (PAR) process.  These formats are:
1. The <design name>_pad.txt file (this file) designed to provide information on IO usage in a human readable ASCII text format viewable through common text editors.
2. The <design namd>_pad.csv file for use with spreadsheet programs such as MS Excel. This file can also be read by PACE to communicate post PAR IO information.
3. The <design name>.pad file designed for parsing by customers.  It uses the "|" as a data field separator.

INPUT FILE:       PCI_FPGA_map.ncd
OUTPUT FILE:      PCI_FPGA_pad.txt
PART TYPE:        xc4vlx60
SPEED GRADE:      -10
PACKAGE:          ff668

Pinout by Pin Number:

+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Pin Number|Signal Name    |Pin Usage|Pin Name            |Direction|IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|DCI Value|IO Register|Signal Integrity|
|Y6        |adout[15]      |IOB      |IO_L9P_CC_LC_8      |INPUT    |LVCMOS25   |8             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|Y7        |adin[24]       |IOB      |IO_L20N_VREF_8      |OUTPUT   |LVCMOS25   |8             |12        |FAST     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|Y8        |adin[12]       |IOB      |IO_L26N_8           |OUTPUT   |LVCMOS25   |8             |12        |FAST     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|Y9        |adin[22]       |IOB      |IO_L21N_8           |OUTPUT   |LVCMOS25   |8             |12        |FAST     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|Y10       |adin[11]       |IOB      |IO_L27P_8           |OUTPUT   |LVCMOS25   |8             |12        |FAST     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|Y11       |               |         |TMS_0               |         |           |              |          |         |           |         |         |          |         |           |                |
|Y12       |               |         |TDI_0               |         |           |              |          |         |           |         |         |          |         |           |                |
|Y13       |               |         |TDO_0               |         |           |              |          |         |           |         |         |          |         |           |                |
|Y14       |               |         |DOUT_BUSY_0         |         |           |              |          |         |           |         |         |          |         |           |                |
|Y15       |               |         |M1_0                |         |           |              |          |         |           |         |         |          |         |           |                |
|Y16       |               |         |VBATT_0             |         |           |              |          |         |           |         |         |          |         |           |                |
|Y17       |PCI_AD[20]     |IOB      |IO_L27P_SM5_7       |BIDIR    |LVCMOS25   |7             |12        |FAST     |NONE**     |IFD      |         |LOCATED   |         |YES        |NONE            |
|Y18       |PCI_AD[9]      |IOB      |IO_L21N_7           |BIDIR    |LVCMOS25   |7             |12        |FAST     |NONE**     |IFD      |         |LOCATED   |         |YES        |NONE            |
|Y19       |PCI_AD[2]      |IOB      |IO_L18P_7           |BIDIR    |LVCMOS25   |7             |12        |FAST     |NONE**     |IFD      |         |LOCATED   |         |YES        |NONE            |
|Y20       |PCI_AD[6]      |IOB      |IO_L20P_7           |BIDIR    |LVCMOS25   |7             |12        |FAST     |NONE**     |IFD      |         |LOCATED   |         |YES        |NONE            |
|Y21       |PCI_AD[7]      |IOB      |IO_L20N_VREF_7      |BIDIR    |LVCMOS25   |7             |12        |FAST     |NONE**     |IFD      |         |LOCATED   |         |YES        |NONE            |
|Y22       |               |IOBM     |IO_L12P_7           |UNUSED   |           |7             |          |         |           |         |         |          |         |           |                |
|Y23       |               |IOBS     |IO_L12N_VREF_7      |UNUSED   |           |7             |          |         |           |         |         |          |         |           |                |
|Y24       |               |LOWCAPIOB|IO_L8N_CC_LC_7      |UNUSED   |           |7             |          |         |           |         |         |          |         |           |                |
|Y25       |               |IOBM     |IO_L6P_7            |UNUSED   |           |7             |          |         |           |         |         |          |         |           |                |
|Y26       |               |IOBS     |IO_L6N_7            |UNUSED   |           |7             |          |         |           |         |         |          |         |           |                |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+

* Default value.
** This default Pullup/Pulldown value can be overridden in Bitgen. 
****** Special VCCO requirements may apply. Please consult the device 
       family datasheet for specific guideline on VCCO requirements. 


